DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
30-11-2007,2375,2460,2198,2447.2,34267,1698
29-11-2007,2474,2490,2306,2331.4,31598,1995
28-11-2007,2388,2430,2351,2375.9,15080,826
27-11-2007,2391.45,2410,2342.1,2351.6,4590,444
26-11-2007,2335.25,2401,2327.5,2387.1,16239,1120
23-11-2007,2324,2342,2265,2310.25,20657,887
22-11-2007,2360,2380,2220,2278.8,39035,1433
21-11-2007,2469.7,2520,2331.5,2372.65,19115,996
20-11-2007,2470,2540,2465,2478.45,15122,874
19-11-2007,2499,2555,2470,2494.05,21262,1053
16-11-2007,2450.7,2528.9,2426,2476.4,14867,781
15-11-2007,2490,2498,2452,2477.65,12794,698
14-11-2007,2430,2489,2400,2469.4,25831,1353
13-11-2007,2350,2414.9,2345,2375.2,20439,1270
12-11-2007,2370,2370,2270,2342.3,28790,1332
09-11-2007,2449.7,2460,2360,2397.55,6369,598
08-11-2007,2455,2469,2385,2413.9,14353,1214
07-11-2007,2589.7,2619,2470.05,2491.8,15027,1049
06-11-2007,2600.1,2635,2525,2543.9,18354,1532
05-11-2007,2600,2649.9,2540.1,2552.85,25950,1858
02-11-2007,2550,2640,2521.25,2587.5,60617,2505
01-11-2007,2625,2745,2550,2583.05,92966,4440
31-10-2007,2621,2650,2575,2587.8,57879,1933
30-10-2007,2625,2660,2580,2602.05,99668,2669
29-10-2007,2589,2649,2589,2609.8,30380,1976
26-10-2007,2558,2594.9,2511,2568.75,21191,1744
25-10-2007,2550,2590,2501.1,2534.55,27347,2039
24-10-2007,2550,2590,2480,2536,21525,1569
23-10-2007,2460,2535,2460,2516.6,23773,1944
22-10-2007,2355.55,2444.7,2304,2408.4,23702,2035
19-10-2007,2470,2519,2375,2407.95,36725,2960
18-10-2007,2649.9,2780,2400,2475.25,75473,4385
17-10-2007,2512.3,2699,2400,2652.45,63016,3515
16-10-2007,2693,2750,2675,2712.75,55168,3525
15-10-2007,2625,2710,2608,2693.7,72973,3507
12-10-2007,2560,2639.9,2520,2590.45,140923,5645
11-10-2007,2500,2638,2492,2552.65,278915,6263
10-10-2007,2548,2564,2475,2491.45,176789,3698
09-10-2007,2480,2560,2416,2503.35,312764,5647
08-10-2007,2680,2699,2451.2,2505.05,300925,4662
05-10-2007,2731.1,2762,2635.1,2648.95,66239,2172
04-10-2007,2690,2855,2660,2721.6,130563,5386
03-10-2007,2739,2773.8,2512.05,2689.5,41035,2363
01-10-2007,2775,2790,2670,2700.15,92273,3146
28-09-2007,2650,2775,2612.55,2761.05,86214,4254
27-09-2007,2679.9,2698,2580,2602.4,23347,1596
26-09-2007,2655,2740,2640.2,2649.8,29016,1839
25-09-2007,2735,2744,2591,2654,32841,2672
24-09-2007,2725,2774.8,2705.1,2731.05,31789,2131
21-09-2007,2700,2810,2690,2711.45,119472,5148
20-09-2007,2530,2742,2510,2691.5,137822,9164
19-09-2007,2560,2581,2491,2501.95,37609,2167
18-09-2007,2416,2522,2416,2504.95,35468,2607
17-09-2007,2450,2475,2420,2422.6,15622,1191
14-09-2007,2525,2547.7,2417.5,2449.7,351776,1760
13-09-2007,2540,2544,2500,2505,50327,1335
12-09-2007,2560,2565,2511.25,2525.25,23008,1496
11-09-2007,2568,2585,2512.1,2534.5,37543,2383
10-09-2007,2449,2551,2425.25,2537.3,42066,3042
07-09-2007,2522,2534.8,2455,2468.5,29093,1964
06-09-2007,2500,2540,2484.25,2495.3,52826,2652
05-09-2007,2550,2580,2484.2,2516.9,58998,3537
04-09-2007,2602,2634,2510,2537.65,76848,4634
03-09-2007,2485,2600,2465,2589.5,80839,4900
31-08-2007,2370,2480,2370,2463.05,74941,3843
30-08-2007,2350,2418,2305,2380.35,100453,5589
29-08-2007,2240,2349,2195,2313.25,107070,6567
28-08-2007,2108,2300,2085.1,2282.85,195493,8602
27-08-2007,2070,2109,2070,2090.5,75787,2052
24-08-2007,2080,2089.9,2015,2040.1,85271,2643
23-08-2007,2050.1,2135,2010,2030,113660,4604
22-08-2007,2075,2075,1964.4,2019.75,65578,3382
21-08-2007,2170,2198.9,2036,2054.5,47432,2793
20-08-2007,2205.3,2280,2155.5,2173.55,32123,1839
17-08-2007,2125,2220,2002,2140.65,75586,4663
16-08-2007,2300,2300,2175,2201.25,109113,3855
14-08-2007,2380,2380,2310,2323.7,20598,1430
13-08-2007,2370,2410,2341,2350.6,19310,1378
10-08-2007,2310,2355,2250,2339.8,93494,3764
09-08-2007,2494.8,2550,2351,2379.35,64338,3885
08-08-2007,2475,2500,2450,2461.75,14426,1125
07-08-2007,2489,2509.8,2430,2438.8,17177,1247
06-08-2007,2470,2480,2421.55,2449.25,26260,1803
03-08-2007,2475,2545.5,2475,2526.65,49112,2248
02-08-2007,2400,2475,2395,2450.55,31766,2058
01-08-2007,2550,2550,2361,2396.35,55919,3679
31-07-2007,2520,2558.9,2496,2537.45,67891,2682
30-07-2007,2540,2551.1,2469.95,2501.1,125276,3822
27-07-2007,2749,2750,2515,2566.4,128920,4088
26-07-2007,2818,2837,2700.15,2725.7,64355,1753
25-07-2007,2799.7,2819,2761.05,2791.7,35117,1165
24-07-2007,2865,2875,2810,2818.85,18422,953
23-07-2007,2861,2884,2839.7,2855.55,19041,910
20-07-2007,2925,2941.5,2835.3,2865.75,110951,2458
19-07-2007,2877,2910,2863,2892.85,48513,2266
18-07-2007,2800,2865,2795,2849.5,102645,3308
17-07-2007,2800,2836,2795.05,2802.7,88728,1474
16-07-2007,2855,2874,2776,2787.35,39487,2244
13-07-2007,2930,2945,2825,2844.6,138620,2385
12-07-2007,2865,2918,2850,2892.55,98031,2415
11-07-2007,2856,2883,2830,2849.8,48939,1835
10-07-2007,2874.7,2925,2853.1,2862.7,56948,2846
09-07-2007,2897.9,2899,2840.1,2852.1,73384,2367
06-07-2007,2876,2947.9,2856,2876.1,78829,2400
05-07-2007,2977,2980,2825,2879.8,43334,2324
04-07-2007,2988.9,2988.9,2901,2914.9,41715,1960
03-07-2007,2971.15,3011,2955,2967.7,91002,2923
02-07-2007,3025.1,3034,2939.5,2955.4,118775,4172
