DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
30-01-2012,730,734,697,700.15,34724,1733
27-01-2012,722.9,733,715,729.7,36812,2052
25-01-2012,705,726.3,701.25,712.15,104323,5390
24-01-2012,662,710,642,697.3,141112,7304
23-01-2012,643.75,665.95,643.75,650.55,13752,969
20-01-2012,665,667,643.3,648.9,18326,1019
19-01-2012,655.1,679.45,655.1,659.8,33077,1694
18-01-2012,670,676,643.05,648.15,38301,2273
17-01-2012,644.5,669.9,644.5,667.6,57722,3094
16-01-2012,606,643.95,598,638.5,55476,3069
13-01-2012,611.95,630,611.5,614.35,28362,1439
12-01-2012,614,629.85,603.5,608.3,40053,2293
11-01-2012,585,614.5,583,609.85,111917,3479
10-01-2012,579,586,574.35,581.9,25079,1489
09-01-2012,571.4,579.65,561.05,571.55,28446,1452
07-01-2012,562.1,575,561,570.8,5205,265
06-01-2012,574,575,549.3,566.35,29536,1773
05-01-2012,563,587.2,560,570.5,58268,3521
04-01-2012,552.15,568.5,547.95,556.25,28007,1672
03-01-2012,538,560,536.65,558.35,33289,1630
02-01-2012,534.7,540.5,522.05,532.75,16166,900
30-12-2011,526.5,535,521.1,528.95,22892,1400
29-12-2011,529.45,537.3,518.1,524.15,22972,1636
28-12-2011,545,548.85,526,530.65,17198,1187
27-12-2011,554.35,563.45,542.05,545.6,12164,986
26-12-2011,548,564,545,559.55,25954,1572
23-12-2011,564.5,573,545.55,548.6,24962,1481
22-12-2011,540,567.9,529.25,560.7,50036,2997
21-12-2011,544.9,549.7,530.05,542.25,31317,1812
20-12-2011,565.85,567.3,521,524.9,37932,2270
19-12-2011,578.05,582.95,558.05,562.05,22688,1203
16-12-2011,588,612.9,576.95,582.65,42798,2755
15-12-2011,580,592,572,583.4,27556,1550
14-12-2011,597.5,609.9,582.1,586.65,30752,1779
13-12-2011,596,606,592,596.75,20991,1312
12-12-2011,611,619,593.05,596.45,23474,1387
09-12-2011,614,615.8,593.5,607.35,24608,1474
08-12-2011,630.45,644.5,610,612.7,53573,2658
07-12-2011,621,638.65,619.6,630.75,57007,2829
05-12-2011,619,630,613.75,619.8,36720,1790
02-12-2011,605,624.6,599,618.55,50522,2289
01-12-2011,620,635.95,599,609.55,58638,3309
30-11-2011,612.1,633.7,601.1,607.95,76464,4359
29-11-2011,656,661.85,613.1,616.8,100977,5493
28-11-2011,585.1,660,585,653.35,247164,11443
25-11-2011,545.65,585.05,544.8,576,53932,2691
24-11-2011,557,559.95,540.2,554.25,49443,2273
23-11-2011,581,584,553,557.75,52420,2970
22-11-2011,590,605,580,589.05,35614,1855
21-11-2011,622.5,622.5,582,587.4,49131,2795
18-11-2011,625.75,625.75,602,618.8,35652,1739
17-11-2011,652,654.45,620.25,624.15,38193,2264
16-11-2011,631,656.9,620.2,649,54665,2812
15-11-2011,677,683.05,595,628.05,88980,4815
14-11-2011,699,707.45,660.05,674.95,45638,2502
11-11-2011,712.9,720.55,672.55,687,44929,3110
09-11-2011,730,733,710,712.3,17173,1042
08-11-2011,738.8,742.85,726.95,730.2,18674,1098
04-11-2011,729,749.65,729,733.2,59506,3418
03-11-2011,722,739.65,715,724.85,40233,2397
02-11-2011,722.1,733.8,715.3,725.15,20288,1368
01-11-2011,722,740.9,717.75,721.6,21868,1418
31-10-2011,733,745,722.05,731.6,29074,1903
28-10-2011,719,739,710.15,730.75,52521,2777
26-10-2011,690,715,690,705.2,7820,392
25-10-2011,705,707.9,693,701.25,18495,1041
24-10-2011,716.4,719.9,701,704.25,16139,1057
21-10-2011,727.9,730,706.8,708.6,21011,1422
20-10-2011,721,728,710.1,720.9,28642,2040
19-10-2011,720,729.95,718,721.25,42558,1810
18-10-2011,701,720,690.3,713.6,122025,6350
17-10-2011,732.6,732.6,701,703.75,56135,4800
14-10-2011,725.1,736.9,714.55,724.5,71217,3809
13-10-2011,735,743.35,720.05,725,48412,2408
12-10-2011,731.7,745,727,733.25,56949,2536
11-10-2011,755,760,725.3,727.55,37163,2309
10-10-2011,746.1,765.05,741.1,749.8,82772,4159
07-10-2011,749.7,758.95,740,744.3,33901,2013
05-10-2011,784.1,785.95,731,736.7,35234,2646
04-10-2011,790.4,801,769.05,771.6,21041,1499
03-10-2011,813,815,791,795.75,19899,1462
30-09-2011,842,850.8,806,812.3,46000,2760
29-09-2011,806,841.95,795.3,835.4,58478,3700
28-09-2011,837.85,837.9,801,805.45,21589,1414
27-09-2011,812,841,812,827.75,29403,1704
26-09-2011,844,850.5,775.65,807.8,74891,4448
23-09-2011,835,864,813.15,841.55,86618,4939
22-09-2011,888,889.8,832,839.95,79212,4636
21-09-2011,885,903,872.65,894.9,57789,2761
20-09-2011,885,890.5,878.95,883.6,83219,3709
19-09-2011,862.1,892,852.8,881.7,240179,11905
16-09-2011,783.25,874.2,776,861.15,307883,14388
15-09-2011,784.5,785.05,770,780.35,17796,973
14-09-2011,796,798,772.6,777.7,29176,1916
13-09-2011,802,824,787.2,790.15,49108,2500
12-09-2011,770,821.45,765,789.15,144756,8777
09-09-2011,800,812.35,773.1,778.15,17879,1443
08-09-2011,804.85,826,801.5,805.5,20069,1493
07-09-2011,792,816.9,784.4,806,25536,1685
06-09-2011,776,794,751.2,787.45,17051,1127
05-09-2011,745,777,741,771.5,16759,1159
02-09-2011,740.5,757,721.3,751.55,14269,1045
30-08-2011,749.1,753,730,734.8,9220,752
29-08-2011,725,747.9,719,740.15,13267,762
26-08-2011,744,744,710.6,713.1,12831,847
25-08-2011,751,757.75,726.95,742.1,6806,751
24-08-2011,747,767.9,743.15,749.45,17808,1191
23-08-2011,721,760,717,750.3,38279,1831
22-08-2011,690,730,656.5,716.05,21971,1674
19-08-2011,690,693.2,673,683.85,18724,1242
18-08-2011,729.85,729.85,685,698.55,27706,1719
17-08-2011,736.45,737,710,719.45,14284,862
16-08-2011,729.95,745,720,732.8,26125,1059
12-08-2011,726,729.85,712,719.05,18528,995
11-08-2011,767,767,701,719.35,106257,6279
10-08-2011,798,804.4,748,766.6,44489,3057
09-08-2011,738,817.75,730,781.95,107092,6110
08-08-2011,760,773,741.5,756.3,20238,1468
05-08-2011,784,805,756,773.9,60591,3377
04-08-2011,783.15,808,773,791.7,26956,1503
03-08-2011,770.85,786,760.3,781.85,85348,1246
02-08-2011,785,791.25,772.2,774.95,125142,2365
01-08-2011,820,820.75,688,790.7,411489,20095
29-07-2011,816.7,824,806.4,808.5,8283,453
28-07-2011,821,832.8,808.05,816.6,24207,952
27-07-2011,827,831.85,823.05,824.75,12105,427
26-07-2011,846.95,849.45,826.1,828.25,23186,843
25-07-2011,832,847.9,829,839.1,15528,814
22-07-2011,835,835,828.05,830.95,4999,361
21-07-2011,832,837.75,819.1,824.65,12432,664
20-07-2011,845,848.7,827,832.55,31352,480
19-07-2011,840,846,836,838.6,5793,425
18-07-2011,840,851.9,840,842.45,3986,235
15-07-2011,848.5,854.2,837.05,841.3,15305,458
14-07-2011,847,854,839,848.1,8496,436
13-07-2011,848.7,848.7,839,844.7,5501,344
12-07-2011,860,862,832,839.25,11028,637
11-07-2011,865,870,855.1,864.05,8599,426
08-07-2011,888,888,863.15,866,22369,1357
07-07-2011,874,887.85,874,879.75,18255,690
06-07-2011,879.5,883,867.3,877,10759,607
05-07-2011,895,895,866,873.9,14955,803
04-07-2011,865,901.55,864,888.15,47676,2331
01-07-2011,880,893,861,864.3,25212,1618
30-06-2011,880,892.65,870,874.3,54059,2362
29-06-2011,831,879.8,810,872.6,1004548,6586
28-06-2011,837.7,837.7,820.2,823.3,14898,563
27-06-2011,825,840.95,822,824.65,22263,871
24-06-2011,801,830,800,824.45,49075,1977
23-06-2011,792,798.7,773,791.85,9920,653
22-06-2011,800.9,800.9,790,792,11478,483
21-06-2011,806,809,791.7,793.35,9035,500
20-06-2011,813,814,765.4,805.85,24901,1240
17-06-2011,821,823.3,812,816.2,5760,420
16-06-2011,820.8,829.95,814.9,818,8123,476
15-06-2011,833,841.95,817,819.5,7868,483
14-06-2011,831.65,846.8,830,832,6994,471
13-06-2011,828,843,811.2,838.6,19149,914
10-06-2011,840,846.95,827,829.15,10273,609
09-06-2011,848,851,836.9,838.9,10889,538
08-06-2011,872.75,872.75,842.15,846.35,42733,1621
07-06-2011,835.6,877.95,835.6,874.5,29732,1433
06-06-2011,842.95,842.95,830,835.45,16596,292
03-06-2011,853.7,859,830.6,840.95,16915,860
02-06-2011,835,852,822,846.4,25103,994
01-06-2011,836,847,835,838.95,17212,821
31-05-2011,818,837,812.35,832.95,13649,961
30-05-2011,802,818.2,795.05,811.7,15013,904
27-05-2011,806.95,827,802.5,820.85,16156,1018
26-05-2011,803.8,806,788.9,796.2,85664,536
25-05-2011,814.75,814.75,790,797.5,10043,674
24-05-2011,806,816.85,804,810.2,6605,557
23-05-2011,815,816.95,801,804.55,6294,460
20-05-2011,821,826.5,812,816.5,8145,456
19-05-2011,821.95,830.25,817,819.95,5366,308
18-05-2011,826.1,830.5,811.6,816.4,7234,529
17-05-2011,829.45,837.65,817.1,824.15,6527,481
16-05-2011,839,853,828.65,832.95,12670,752
13-05-2011,850,858,837,841.15,117951,1069
12-05-2011,833.95,873.4,833.95,847.05,88870,4818
11-05-2011,825,838,822,824.95,10952,660
10-05-2011,814.1,828,810,821.55,6828,698
09-05-2011,826,828.95,801,816.35,20184,1507
06-05-2011,823.1,830,810,826.1,9916,628
05-05-2011,840.95,842,808.7,812.05,12756,896
04-05-2011,813.05,839,811,832.65,17161,968
03-05-2011,840.3,847.95,810,815.95,16037,984
02-05-2011,866,866,842,847.3,9163,577
29-04-2011,869.4,869.4,853,861.9,9637,630
28-04-2011,887,890.6,859,862.95,20918,888
27-04-2011,899,900,884.7,886.25,12561,632
26-04-2011,901.4,911.7,883.15,892.5,88196,3880
25-04-2011,882,897,864.45,890.05,36662,1812
21-04-2011,871.95,876.9,861.05,865.05,9586,425
20-04-2011,875,880,860.05,869.55,9264,414
19-04-2011,869,872.65,858,863.25,12536,667
18-04-2011,891,902,865.05,868.55,13126,861
15-04-2011,894,907.7,881.25,886.1,23639,1249
13-04-2011,864.05,898,864,894.1,16753,960
11-04-2011,883.6,886.6,868.1,871.8,8017,466
08-04-2011,906.75,908.8,884.15,886.55,14227,794
07-04-2011,906.3,910,898.25,901.5,10924,566
06-04-2011,915,922.95,898.25,903.6,17298,826
05-04-2011,921,931,906,911.55,38366,1400
04-04-2011,890,925,881.7,918.9,58367,3119
01-04-2011,879,898,875,884.6,100411,3650
31-03-2011,865,881,840.15,866.9,86595,3128
30-03-2011,840,871,827.2,857.95,219170,5043
29-03-2011,835,844.4,831,834.15,40673,1325
28-03-2011,822,842.55,818,831.8,44819,1795
25-03-2011,775,836.2,775,822.6,216672,7989
24-03-2011,766.35,776.95,720,769.15,8019,443
23-03-2011,763.85,772,760,766,6256,372
22-03-2011,755,770,754,764.65,9966,569
21-03-2011,758,759.85,751.6,753.15,7126,422
18-03-2011,777,777,747,756.05,11080,487
17-03-2011,776.9,779.9,767,770.2,7870,446
16-03-2011,779.15,782.9,775,776.8,6675,385
15-03-2011,761,778,760,772.8,10954,583
14-03-2011,781,788,771.25,778.9,10801,547
11-03-2011,775.1,789,774.65,781.3,13656,855
10-03-2011,779.45,789,776.95,781.1,10261,544
09-03-2011,789.5,793.75,779.85,784.6,8759,467
08-03-2011,780.2,794.95,780.2,784.8,17100,880
07-03-2011,789,792.95,774.3,782.4,23134,1066
04-03-2011,792.5,818.7,780,793.75,228703,3283
03-03-2011,782.95,793.9,770,781.3,177114,1467
01-03-2011,781.85,790,755.3,785.45,37179,1744
28-02-2011,786.1,799,760,768.2,12463,783
25-02-2011,813,813,768.2,785.75,15511,905
24-02-2011,828.65,830,782,789.75,31039,1589
23-02-2011,817.1,837.35,817.1,821.3,14749,691
22-02-2011,832.9,835.1,818,821.4,17989,1386
21-02-2011,831,840,818,835.8,19038,876
18-02-2011,848,863,821.2,830.9,59250,2207
17-02-2011,837.9,857.9,837.9,846.15,64683,2355
16-02-2011,828,844,825,835,35862,1649
15-02-2011,826.7,844,816.05,820.15,45794,2049
14-02-2011,774.45,823.8,774.45,820.9,71126,3209
11-02-2011,745,772,741.5,766.8,36912,1412
10-02-2011,727,745,725,740.1,32556,1388
09-02-2011,754.65,757.5,702.5,723.4,31942,1641
08-02-2011,762,777,746,748.65,56944,2386
07-02-2011,746.1,771.95,742,759.25,69628,3222
04-02-2011,755.35,766.8,732,739.95,38833,1655
03-02-2011,750,760,746.55,751.3,38095,1710
02-02-2011,726,756.4,721,744.65,140101,6165
01-02-2011,711,733,710,715,33640,1706
31-01-2011,700,719,691.85,710.35,23967,1409
28-01-2011,711.55,717,689.05,704.5,35130,1924
27-01-2011,729,731.5,713.75,717.9,57148,1995
25-01-2011,709.9,727,703,721.9,408708,2913
24-01-2011,719,726.8,697,699.9,66340,3364
21-01-2011,770,770,700,712.55,107726,5439
20-01-2011,764.9,772.5,751,759.5,17250,968
19-01-2011,769.95,775,757.1,762,15590,730
18-01-2011,772,779.9,755.1,764.25,20312,874
17-01-2011,784.9,785.05,761,764.8,10998,741
14-01-2011,775.5,804.9,770,783.25,18529,1073
13-01-2011,811,814.2,783.1,788.9,24821,1235
12-01-2011,778,807.5,769,804.4,34358,1564
11-01-2011,825.2,828,763,772.45,46256,2358
10-01-2011,833,834,784,794.85,33901,1840
07-01-2011,870.1,870.1,828.9,833.45,29387,1597
06-01-2011,884,885,860,865.1,15989,1121
05-01-2011,889.5,895,875.55,878.35,22776,1309
04-01-2011,898.8,901.8,883,885.1,15598,916
03-01-2011,899.95,909.25,886,890.2,38959,1647
31-12-2010,909.5,916,891.1,893.9,47319,1722
30-12-2010,880,907.7,874.8,899.15,52233,2438
29-12-2010,880,883.9,875,880.25,12640,715
28-12-2010,879,885,871.25,878.6,12902,792
27-12-2010,893.45,895.95,873.05,875.6,12945,727
24-12-2010,875,888.65,870.55,880.7,13451,788
23-12-2010,892,897.95,872.25,878.45,22650,778
22-12-2010,900,910,880.15,885.85,34296,1358
21-12-2010,891.5,912,884,888.1,41871,1622
20-12-2010,880,904,873.55,883.8,20275,1033
16-12-2010,890.25,903.95,867,883.05,33857,1742
15-12-2010,908.25,947.8,880,888.45,84599,4048
14-12-2010,849,917.25,844,905.55,154951,7499
13-12-2010,813.45,849,813.45,841.65,24487,1290
10-12-2010,792.25,824.95,776.1,816.9,39986,1958
09-12-2010,876.1,876.1,795,804.45,40297,2130
08-12-2010,912,912.7,860,866.55,204392,1869
07-12-2010,898,918.05,888.9,912.25,43864,2338
06-12-2010,915,926.9,904,905.45,20328,1171
03-12-2010,910,930,901.5,909.75,41444,2064
02-12-2010,888,920,884,902.95,44091,2149
01-12-2010,840,890,838,881,51699,2784
30-11-2010,815,844,792.8,833.1,41239,2166
29-11-2010,835.25,849.5,789.85,820.8,39812,2053
26-11-2010,871,881,780.1,826.35,77987,4160
25-11-2010,928,939.5,860,876.5,55893,3488
24-11-2010,985,985,918,925.15,95842,5367
23-11-2010,1005,1005,959,982.1,28970,2049
22-11-2010,1014.9,1027,991.2,1003.05,18152,1092
19-11-2010,1036,1047.9,1002,1009.35,12136,926
18-11-2010,1060,1080,995,1038,30857,1840
16-11-2010,1095,1101.75,1034,1053.55,30096,1718
15-11-2010,1111.1,1125,1082,1095,28043,1614
12-11-2010,1111,1151.9,1075,1098,36616,2189
11-11-2010,1105,1153,1103.3,1118.25,52487,3390
10-11-2010,1078,1105,1065,1100.5,27526,1677
09-11-2010,1058.05,1083.95,1058.05,1072.3,30409,1760
08-11-2010,1035,1065,1026.65,1053.2,20772,1413
05-11-2010,1040,1074,1025.3,1031.5,7803,434
04-11-2010,1041,1044.95,1000,1026.65,29657,1539
03-11-2010,1028,1044,1025.15,1037,27756,1683
02-11-2010,1008,1033,981,1021.9,52646,3295
01-11-2010,1000,1099,990,999.7,26975,1134
29-10-2010,1061.25,1065,955.95,986.3,126685,6815
28-10-2010,1105,1105,1055.2,1063.05,119341,2858
27-10-2010,1120,1121.85,1093.25,1096.85,31536,1847
26-10-2010,1144,1149.75,1114,1122.2,30883,1733
25-10-2010,1150,1154.95,1139.9,1141.6,20753,968
22-10-2010,1159.95,1173,1142,1145.85,18419,873
21-10-2010,1155,1155,1145,1149.3,13852,856
20-10-2010,1155,1164.95,1142,1146.8,21151,1448
19-10-2010,1183,1191.95,1150.15,1157.8,20854,1350
18-10-2010,1160,1176.5,1148,1166.35,16530,1140
15-10-2010,1173,1179.9,1155,1159.75,20731,1283
14-10-2010,1189.9,1192,1160.1,1163.1,29346,1514
13-10-2010,1165,1192,1163.55,1181.9,28932,1768
12-10-2010,1175,1184,1152.5,1158.95,33645,1845
11-10-2010,1180,1190,1171,1174.9,24574,1094
08-10-2010,1197.5,1197.5,1165,1173.55,28748,1883
07-10-2010,1218,1220.95,1179.15,1183.9,25719,2262
06-10-2010,1218,1222,1207.15,1214.15,29653,2450
05-10-2010,1210,1224,1201,1205.3,56686,4174
04-10-2010,1185,1215,1165,1200.25,70956,4058
01-10-2010,1165,1195.9,1161,1184.1,78094,4775
30-09-2010,1200,1200,1148,1154.25,121604,6257
29-09-2010,1236.05,1238.9,1175,1185.15,101180,5189
28-09-2010,1100,1250,1100,1221.85,65355,4297
27-09-2010,1239.95,1241,1188.6,1230.5,240088,12852
24-09-2010,1335,1335,1215,1221,624692,25571
23-09-2010,1398,1398,1366.15,1371.9,26244,1318
22-09-2010,1345,1419.9,1345,1386.45,48497,2798
21-09-2010,1410,1414.95,1368,1384.4,32686,1986
20-09-2010,1425.1,1432.9,1401.55,1406.05,32911,1815
17-09-2010,1420,1432,1414.2,1421.25,37164,1832
16-09-2010,1430,1453,1404,1411,133228,6801
15-09-2010,1373.5,1446,1362,1419.65,199518,10042
14-09-2010,1374,1392,1361.15,1364.1,24190,1293
13-09-2010,1374,1384.8,1359.1,1370,21485,1399
09-09-2010,1380,1384.8,1362,1365.85,22944,1101
08-09-2010,1414,1415,1367,1371.3,55236,2583
07-09-2010,1374,1414,1361.5,1403.5,90091,5016
06-09-2010,1360,1384,1354.1,1365.65,25113,1396
03-09-2010,1360.9,1367.5,1347.15,1350.85,13125,905
02-09-2010,1364.9,1365,1348.1,1352.1,9140,655
01-09-2010,1373.9,1373.9,1345,1351.65,20762,1435
31-08-2010,1345,1385,1342.1,1357.2,41721,2328
30-08-2010,1395,1412,1345,1356.75,34115,2212
27-08-2010,1365,1408,1360,1376.25,61366,4128
26-08-2010,1352.1,1383.85,1347.15,1363.8,27042,1690
25-08-2010,1385,1392,1334,1352.1,34071,2181
24-08-2010,1429.7,1435,1375,1379.1,25020,1727
23-08-2010,1410.1,1445,1405,1416.35,33674,2264
20-08-2010,1354,1423,1354,1407.2,261447,4609
19-08-2010,1351,1362.85,1345.2,1354.35,13978,1072
18-08-2010,1362,1362,1338.05,1347.7,15290,1117
17-08-2010,1321,1362.5,1316.1,1346.95,40696,2693
16-08-2010,1328,1330,1302,1316.9,15201,1161
13-08-2010,1295.25,1345,1295.25,1319.65,48046,2523
12-08-2010,1260,1308,1240,1294.6,56465,3281
11-08-2010,1225,1285,1225,1260.95,114790,5684
10-08-2010,1205.05,1222.7,1205,1210.8,14819,929
09-08-2010,1231,1237.7,1209,1211.05,16199,1066
06-08-2010,1234,1249,1223,1229.9,24900,1145
05-08-2010,1235.6,1240,1228.1,1230.9,13241,874
04-08-2010,1221.5,1233.1,1216.3,1225.5,6748,618
03-08-2010,1240,1242,1210,1221.5,12774,889
02-08-2010,1229.95,1251,1222.1,1235.05,20730,1400
30-07-2010,1190,1235,1190,1220.25,28762,1699
29-07-2010,1240,1245,1191,1200.2,55713,2261
28-07-2010,1285,1289.4,1230.7,1234.45,26320,2152
27-07-2010,1266,1296,1263.1,1281.35,13404,1013
26-07-2010,1305.5,1305.5,1261,1263.6,15934,1320
23-07-2010,1322,1325.6,1290.2,1293.45,19653,1402
22-07-2010,1322,1322,1292.2,1313.4,18473,1329
21-07-2010,1332,1332,1317,1321.7,15584,1095
20-07-2010,1346,1348.2,1329,1334.25,4709,437
19-07-2010,1339,1350,1331.15,1336.5,5764,444
16-07-2010,1349,1352,1326,1340.55,13220,1098
15-07-2010,1359.6,1359.6,1345,1348.55,212084,959
14-07-2010,1386.45,1389.4,1350,1351.8,19265,1359
13-07-2010,1375.45,1394,1364,1373.55,9071,821
12-07-2010,1375,1378.9,1350,1372.8,15871,1076
09-07-2010,1363.1,1377.85,1358,1363.65,83403,691
08-07-2010,1377.15,1448,1355.55,1360.65,12564,767
07-07-2010,1366.8,1395,1349.05,1354.3,26924,1917
06-07-2010,1367,1378.8,1355,1365.35,13220,1106
05-07-2010,1346,1373.2,1346,1360.5,7823,709
02-07-2010,1349.5,1360,1335,1351.2,11042,843
01-07-2010,1301,1347.95,1301,1342.25,6308,618
30-06-2010,1322.9,1342.5,1317.55,1336.2,10475,744
29-06-2010,1355.1,1368,1314.05,1324,22215,1456
28-06-2010,1363,1371,1353.1,1363.15,10196,821
25-06-2010,1350,1375,1332.45,1351.65,17486,1151
24-06-2010,1368,1376.55,1341.2,1350,25207,1232
23-06-2010,1354,1363.9,1346.05,1358.15,13111,766
22-06-2010,1352.2,1369,1346.1,1353.75,18757,1129
21-06-2010,1352.1,1373,1352.1,1361.35,30735,1786
18-06-2010,1317.8,1353.7,1308.8,1341,57682,3155
17-06-2010,1309.9,1336,1306,1313.2,30832,1696
16-06-2010,1325,1326.45,1300.05,1304.95,20991,1226
15-06-2010,1335,1337,1312,1317.8,18927,1047
14-06-2010,1327.5,1340.7,1322.05,1327.65,17174,986
11-06-2010,1330,1340.9,1317,1327.1,29322,1484
10-06-2010,1317,1323.05,1298,1316.4,19920,1320
09-06-2010,1295,1325,1295,1302.85,21419,1368
08-06-2010,1325,1345,1294,1304.05,33944,1411
07-06-2010,1315,1330,1301,1324.85,23739,1354
04-06-2010,1344,1353.3,1320,1343,24047,1741
03-06-2010,1365,1377.05,1325,1333.75,42314,2341
02-06-2010,1350,1359,1309,1348.1,20474,1523
01-06-2010,1342,1361.9,1318,1319,39608,1892
31-05-2010,1314,1365,1275,1334.35,37373,1934
28-05-2010,1297.8,1336.9,1285.05,1320.15,46857,2432
27-05-2010,1250,1292,1250,1279.35,25987,1778
26-05-2010,1252,1270.9,1242.5,1264.3,19367,1394
25-05-2010,1295,1295,1228,1238.25,36292,2030
24-05-2010,1313,1339.95,1295.2,1308.55,22205,1288
21-05-2010,1270,1312,1257.2,1304.75,26374,1559
20-05-2010,1340,1359.9,1300,1304.7,46465,1917
19-05-2010,1375,1386.85,1325.5,1335.55,27768,1742
18-05-2010,1400,1420.95,1376.9,1386.75,24193,1649
17-05-2010,1390,1410,1361,1397,26004,1980
14-05-2010,1400.1,1455,1386.05,1399.1,63613,3394
13-05-2010,1435,1436,1397,1404.7,13035,1085
12-05-2010,1450,1509.7,1383.2,1397.35,37631,2286
11-05-2010,1440,1457,1423,1436.05,40803,2693
10-05-2010,1386.85,1434,1385,1424.15,26278,1941
07-05-2010,1420,1439.9,1345.55,1373.6,46112,3024
06-05-2010,1480,1480,1400.2,1441.9,35889,2350
05-05-2010,1479.95,1492,1441.25,1479.3,33767,2238
04-05-2010,1559.9,1566.85,1474,1488.3,40970,2371
03-05-2010,1551.8,1576,1538.15,1545.9,32702,1677
30-04-2010,1543.65,1569.95,1542,1558.6,28686,1727
29-04-2010,1538,1559,1526,1528.95,26438,1363
28-04-2010,1551.8,1568.6,1514.05,1523.5,27520,1503
27-04-2010,1549.9,1590.45,1548,1576.8,43031,2238
26-04-2010,1585,1590,1550,1557.55,13972,1028
23-04-2010,1570.1,1584,1554.45,1571.8,22882,1171
22-04-2010,1600,1607,1540.05,1566.85,37523,1848
21-04-2010,1590,1614.25,1571.05,1599,46334,2512
20-04-2010,1564.4,1587,1564,1577.85,34823,1648
19-04-2010,1570,1585,1542,1548.95,32860,1809
16-04-2010,1525,1626,1525,1591.25,127782,6503
15-04-2010,1544,1549,1512,1521.45,23643,1408
13-04-2010,1546.9,1554.95,1525.5,1529.85,13687,849
12-04-2010,1569.8,1570,1545,1547.75,10388,960
09-04-2010,1562.5,1578.5,1555.05,1558.9,12172,752
08-04-2010,1515.8,1588.3,1515.8,1562.45,30160,1758
07-04-2010,1589,1617.6,1564.1,1577.95,32026,2006
06-04-2010,1596.4,1609,1578,1583.25,19156,1112
05-04-2010,1592.25,1598,1575.65,1582.75,10565,774
01-04-2010,1585,1590,1562.05,1572.55,23771,1484
31-03-2010,1590,1602.2,1556.1,1569.75,47151,2858
30-03-2010,1649,1652,1586,1594.25,21799,1125
29-03-2010,1629.9,1641,1611.15,1630.95,42455,1736
26-03-2010,1624.9,1633,1602.15,1626.05,41413,2245
25-03-2010,1600,1614,1587.2,1592.05,34555,1902
23-03-2010,1625,1633.5,1584,1592.65,40675,2039
22-03-2010,1600,1632,1565,1621.65,21954,1239
19-03-2010,1650,1670,1628,1634.65,57130,3064
18-03-2010,1624,1649,1615,1643.85,84443,3710
17-03-2010,1576.8,1620,1575,1610.75,58291,3339
16-03-2010,1558,1582.95,1551.4,1572.5,20937,1311
15-03-2010,1542,1575.9,1540.1,1549.6,18764,1198
12-03-2010,1561,1575.85,1558.05,1569.7,21698,1079
11-03-2010,1555.1,1571,1543.1,1561.55,41599,2100
10-03-2010,1580,1603,1552,1560.15,42156,2258
09-03-2010,1530,1600,1530,1576.05,127382,6609
08-03-2010,1549.8,1560,1525.1,1540.2,28137,1714
05-03-2010,1557,1577.75,1523.1,1528.95,304357,2844
04-03-2010,1555,1573.9,1543.1,1561.25,25326,1405
03-03-2010,1565,1586.95,1542,1558.3,62271,3355
02-03-2010,1490.1,1558,1490.1,1543.8,58347,3502
26-02-2010,1489,1513.5,1473.1,1479.55,28189,1848
25-02-2010,1514.9,1514.9,1465.9,1474.25,32628,1830
24-02-2010,1498.05,1522,1498.05,1509.25,30393,1657
23-02-2010,1498,1528.05,1493.55,1511.05,234505,2846
22-02-2010,1497,1528,1491,1496.05,36292,1931
19-02-2010,1459,1505,1452,1497.3,68643,3650
18-02-2010,1498,1513.8,1455.2,1464.4,39871,2280
17-02-2010,1515.9,1538.95,1485.3,1495.2,45463,2434
16-02-2010,1500,1517,1492.3,1506.2,35067,2096
15-02-2010,1545,1548.55,1484.95,1490.95,58323,3610
11-02-2010,1467,1537,1462.1,1520.7,115990,6480
10-02-2010,1488,1498.9,1450,1450.65,50668,2570
09-02-2010,1392,1496,1385,1474.65,91813,4379
08-02-2010,1425,1428,1381.9,1392.45,44068,2117
06-02-2010,1424.95,1430,1412,1419,4523,327
05-02-2010,1430,1430,1367,1399.9,69452,3431
04-02-2010,1529,1536.95,1436.05,1453.2,39296,2427
03-02-2010,1510.25,1555,1510.25,1519.2,28004,1861
02-02-2010,1548.9,1587,1495,1503.85,42620,2588
01-02-2010,1521,1549,1504,1531.45,56957,3228
29-01-2010,1447.4,1540,1435,1527.05,61352,3583
28-01-2010,1470,1508.25,1431,1491.15,66377,4198
27-01-2010,1520,1530,1410,1441.55,55936,3382
25-01-2010,1589.8,1589.8,1514,1521.9,35955,2355
22-01-2010,1635,1635,1549.2,1569.25,80410,4442
21-01-2010,1640,1676.9,1624.1,1655.35,86822,3996
20-01-2010,1670.3,1696.8,1635,1642.85,63402,3206
19-01-2010,1681,1721.95,1650,1667.4,122127,5446
18-01-2010,1616,1694.4,1615,1681.6,130803,6856
15-01-2010,1584,1656.15,1575,1620.55,127307,5309
14-01-2010,1585,1598,1558.8,1575.45,34633,2027
13-01-2010,1525,1585,1525,1576.6,47046,2893
12-01-2010,1580,1604.4,1545,1552.2,69992,3624
11-01-2010,1590,1615,1563,1569.8,58008,3401
08-01-2010,1586,1615,1555.1,1572.4,118993,6071
